O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
51-4031.00	1.C.3.c	Social Orientation	IM	2.07	17	0.5809	1.0000	3.3025	N	08/2025	Incumbent
51-4031.00	1.C.4.a	Self-Control	IM	3.36	17	0.8912	1.4688	5.0000	N	08/2025	Incumbent
51-4031.00	1.C.4.b	Stress Tolerance	IM	3.32	17	0.8845	1.4472	5.0000	N	08/2025	Incumbent
51-4031.00	1.C.4.c	Adaptability/Flexibility	IM	3.43	17	0.9362	1.4472	5.0000	N	08/2025	Incumbent
51-4031.00	1.C.5.a	Dependability	IM	3.64	17	0.7400	2.0687	5.0000	N	08/2025	Incumbent
51-4031.00	1.C.5.b	Attention to Detail	IM	3.99	17	0.6322	2.6534	5.0000	N	08/2025	Incumbent
51-4031.00	1.C.5.c	Integrity	IM	4.63	17	0.1507	4.3152	4.9540	N	08/2025	Incumbent
51-4031.00	1.C.6	Independence	IM	3.44	17	0.6001	2.1725	4.7170	N	08/2025	Incumbent
51-4031.00	1.C.7.a	Innovation	IM	3.52	17	0.3659	2.7430	4.2944	N	08/2025	Incumbent
51-4031.00	1.C.7.b	Analytical Thinking	IM	3.57	17	0.3722	2.7793	4.3572	N	08/2025	Incumbent
51-4032.00	1.C.1.a	Achievement/Effort	IM	3.80	26	0.1473	3.5009	4.1076	N	08/2022	Incumbent
51-4032.00	1.C.1.b	Persistence	IM	4.10	26	0.2514	3.5833	4.6187	N	08/2022	Incumbent
51-4032.00	1.C.1.c	Initiative	IM	4.08	26	0.2327	3.6053	4.5637	N	08/2022	Incumbent
51-4032.00	1.C.2.b	Leadership	IM	3.60	26	0.3624	2.8524	4.3452	N	08/2022	Incumbent
51-4032.00	1.C.3.a	Cooperation	IM	4.49	26	0.1445	4.1946	4.7897	N	08/2022	Incumbent
51-4032.00	1.C.3.b	Concern for Others	IM	3.47	26	0.1975	3.0638	3.8775	N	08/2022	Incumbent
51-4032.00	1.C.3.c	Social Orientation	IM	2.60	25	0.3304	1.9170	3.2810	N	08/2022	Incumbent
51-4032.00	1.C.4.a	Self-Control	IM	4.00	26	0.1733	3.6475	4.3612	N	08/2022	Incumbent
51-4032.00	1.C.4.b	Stress Tolerance	IM	3.92	26	0.3238	3.2495	4.5832	N	08/2022	Incumbent
51-4032.00	1.C.4.c	Adaptability/Flexibility	IM	4.17	26	0.2006	3.7571	4.5832	N	08/2022	Incumbent
51-4032.00	1.C.5.a	Dependability	IM	4.47	26	0.2160	4.0254	4.9152	N	08/2022	Incumbent
51-4032.00	1.C.5.b	Attention to Detail	IM	4.93	26	0.0404	4.8443	5.0000	N	08/2022	Incumbent
51-4032.00	1.C.5.c	Integrity	IM	4.32	26	0.2298	3.8432	4.7897	N	08/2022	Incumbent
51-4032.00	1.C.6	Independence	IM	4.35	26	0.1484	4.0402	4.6516	N	08/2022	Incumbent
51-4032.00	1.C.7.a	Innovation	IM	3.91	26	0.2774	3.3377	4.4802	N	08/2022	Incumbent
51-4032.00	1.C.7.b	Analytical Thinking	IM	4.54	26	0.1321	4.2701	4.8141	N	08/2022	Incumbent
51-4033.00	1.C.1.a	Achievement/Effort	IM	3.57	23	0.1789	3.1985	3.9404	N	07/2016	Incumbent
51-4033.00	1.C.1.b	Persistence	IM	3.30	24	0.2995	2.6778	3.9170	N	07/2016	Incumbent
51-4033.00	1.C.1.c	Initiative	IM	3.31	24	0.2333	2.8252	3.7903	N	07/2016	Incumbent
51-4033.00	1.C.2.b	Leadership	IM	3.15	24	0.3016	2.5273	3.7751	N	07/2016	Incumbent
51-4033.00	1.C.3.a	Cooperation	IM	3.78	24	0.2286	3.3090	4.2546	N	07/2016	Incumbent
51-4033.00	1.C.3.b	Concern for Others	IM	3.25	24	0.2797	2.6702	3.8275	N	07/2016	Incumbent
51-4033.00	1.C.3.c	Social Orientation	IM	2.69	24	0.2298	2.2190	3.1697	N	07/2016	Incumbent
51-4033.00	1.C.4.a	Self-Control	IM	3.85	24	0.2331	3.3670	4.3314	N	07/2016	Incumbent
51-4033.00	1.C.4.b	Stress Tolerance	IM	3.04	24	0.4572	2.0958	3.9873	N	07/2016	Incumbent
51-4033.00	1.C.4.c	Adaptability/Flexibility	IM	3.52	24	0.1717	3.1621	3.8724	N	07/2016	Incumbent
51-4033.00	1.C.5.a	Dependability	IM	4.00	24	0.2509	3.4791	4.5170	N	07/2016	Incumbent
51-4033.00	1.C.5.b	Attention to Detail	IM	4.15	24	0.1979	3.7404	4.5593	N	07/2016	Incumbent
51-4033.00	1.C.5.c	Integrity	IM	3.63	24	0.1554	3.3091	3.9519	N	07/2016	Incumbent
51-4033.00	1.C.6	Independence	IM	3.47	24	0.1626	3.1369	3.8096	N	07/2016	Incumbent
51-4033.00	1.C.7.a	Innovation	IM	3.33	24	0.2851	2.7383	3.9181	N	07/2016	Incumbent
51-4033.00	1.C.7.b	Analytical Thinking	IM	3.14	24	0.4189	2.2709	4.0038	N	07/2016	Incumbent
51-4034.00	1.C.1.a	Achievement/Effort	IM	3.82	23	0.4113	2.9640	4.6699	N	08/2024	Incumbent
51-4034.00	1.C.1.b	Persistence	IM	3.70	23	0.3203	3.0366	4.3651	N	08/2024	Incumbent
51-4034.00	1.C.1.c	Initiative	IM	3.92	23	0.4164	3.0560	4.7831	N	08/2024	Incumbent
51-4034.00	1.C.2.b	Leadership	IM	3.44	23	0.3426	2.7284	4.1496	N	08/2024	Incumbent
51-4034.00	1.C.3.a	Cooperation	IM	3.88	22	0.3585	3.1382	4.6293	N	08/2024	Incumbent
51-4034.00	1.C.3.b	Concern for Others	IM	3.25	21	0.2237	2.7789	3.7122	N	08/2024	Incumbent
51-4034.00	1.C.3.c	Social Orientation	IM	3.03	22	0.3699	2.2628	3.8014	N	08/2024	Incumbent
51-4034.00	1.C.4.a	Self-Control	IM	3.76	21	0.3157	3.0981	4.4154	N	08/2024	Incumbent
51-4034.00	1.C.4.b	Stress Tolerance	IM	3.80	22	0.3637	3.0421	4.5546	N	08/2024	Incumbent
51-4034.00	1.C.4.c	Adaptability/Flexibility	IM	3.76	22	0.3516	3.0323	4.4947	N	08/2024	Incumbent
51-4034.00	1.C.5.a	Dependability	IM	4.13	22	0.3680	3.3645	4.8949	N	08/2024	Incumbent
51-4034.00	1.C.5.b	Attention to Detail	IM	4.28	22	0.4334	3.3764	5.0000	N	08/2024	Incumbent
51-4034.00	1.C.5.c	Integrity	IM	3.54	23	0.4072	2.6963	4.3854	N	08/2024	Incumbent
51-4034.00	1.C.6	Independence	IM	3.73	23	0.3551	2.9896	4.4624	N	08/2024	Incumbent
51-4034.00	1.C.7.a	Innovation	IM	2.99	23	0.3571	2.2464	3.7278	N	08/2024	Incumbent
51-4034.00	1.C.7.b	Analytical Thinking	IM	3.47	23	0.4211	2.5960	4.3427	N	08/2024	Incumbent
51-4035.00	1.C.1.a	Achievement/Effort	IM	3.54	20	0.2018	3.1174	3.9620	N	08/2023	Incumbent
51-4035.00	1.C.1.b	Persistence	IM	3.92	20	0.1885	3.5260	4.3151	N	08/2023	Incumbent
51-4035.00	1.C.1.c	Initiative	IM	3.87	20	0.2537	3.3388	4.4008	N	08/2023	Incumbent
51-4035.00	1.C.2.b	Leadership	IM	3.39	20	0.2677	2.8293	3.9499	N	08/2023	Incumbent
51-4035.00	1.C.3.a	Cooperation	IM	3.76	20	0.2008	3.3389	4.1794	N	08/2023	Incumbent
51-4035.00	1.C.3.b	Concern for Others	IM	3.40	20	0.2107	2.9568	3.8390	N	08/2023	Incumbent
51-4035.00	1.C.3.c	Social Orientation	IM	3.03	20	0.1691	2.6763	3.3840	N	08/2023	Incumbent
51-4035.00	1.C.4.a	Self-Control	IM	4.00	20	0.2496	3.4824	4.5274	N	08/2023	Incumbent
51-4035.00	1.C.4.b	Stress Tolerance	IM	3.91	20	0.3051	3.2693	4.5464	N	08/2023	Incumbent
51-4035.00	1.C.4.c	Adaptability/Flexibility	IM	3.70	20	0.2605	3.1577	4.2483	N	08/2023	Incumbent
51-4035.00	1.C.5.a	Dependability	IM	4.33	20	0.2801	3.7450	4.9174	N	08/2023	Incumbent
51-4035.00	1.C.5.b	Attention to Detail	IM	4.46	20	0.2343	3.9699	4.9507	N	08/2023	Incumbent
51-4035.00	1.C.5.c	Integrity	IM	3.83	20	0.2548	3.2942	4.3607	N	08/2023	Incumbent
51-4035.00	1.C.6	Independence	IM	3.87	20	0.2679	3.3044	4.4258	N	08/2023	Incumbent
51-4035.00	1.C.7.a	Innovation	IM	2.96	20	0.3797	2.1664	3.7557	N	08/2023	Incumbent
51-4035.00	1.C.7.b	Analytical Thinking	IM	3.47	20	0.3311	2.7780	4.1641	N	08/2023	Incumbent
51-4041.00	1.C.1.a	Achievement/Effort	IM	3.76	26	0.1412	3.4677	4.0495	N	08/2020	Incumbent
51-4041.00	1.C.1.b	Persistence	IM	3.61	27	0.1664	3.2657	3.9498	N	08/2020	Incumbent
51-4041.00	1.C.1.c	Initiative	IM	3.73	27	0.1812	3.3543	4.0991	N	08/2020	Incumbent
51-4041.00	1.C.2.b	Leadership	IM	2.78	27	0.2161	2.3370	3.2254	N	08/2020	Incumbent
51-4041.00	1.C.3.a	Cooperation	IM	3.83	27	0.2014	3.4176	4.2457	N	08/2020	Incumbent
51-4041.00	1.C.3.b	Concern for Others	IM	3.33	27	0.1674	2.9823	3.6704	N	08/2020	Incumbent
51-4041.00	1.C.3.c	Social Orientation	IM	2.85	27	0.1291	2.5870	3.1178	N	08/2020	Incumbent
51-4041.00	1.C.4.a	Self-Control	IM	3.61	27	0.1639	3.2777	3.9516	N	08/2020	Incumbent
51-4041.00	1.C.4.b	Stress Tolerance	IM	3.78	27	0.2270	3.3137	4.2471	N	08/2020	Incumbent
51-4041.00	1.C.4.c	Adaptability/Flexibility	IM	3.67	27	0.1731	3.3116	4.0233	N	08/2020	Incumbent
51-4041.00	1.C.5.a	Dependability	IM	4.33	27	0.1038	4.1205	4.5471	N	08/2020	Incumbent
51-4041.00	1.C.5.b	Attention to Detail	IM	4.55	27	0.1236	4.2994	4.8076	N	08/2020	Incumbent
51-4041.00	1.C.5.c	Integrity	IM	3.80	27	0.1615	3.4681	4.1321	N	08/2020	Incumbent
51-4041.00	1.C.6	Independence	IM	4.17	26	0.1331	3.8968	4.4449	N	08/2020	Incumbent
51-4041.00	1.C.7.a	Innovation	IM	3.86	27	0.1751	3.5050	4.2250	N	08/2020	Incumbent
51-4041.00	1.C.7.b	Analytical Thinking	IM	3.99	27	0.1770	3.6214	4.3491	N	08/2020	Incumbent
51-4051.00	1.C.1.a	Achievement/Effort	IM	3.47	20	0.2378	2.9704	3.9657	N	08/2018	Incumbent
51-4051.00	1.C.1.b	Persistence	IM	3.26	20	0.4431	2.3325	4.1874	N	08/2018	Incumbent
51-4051.00	1.C.1.c	Initiative	IM	3.50	20	0.3421	2.7810	4.2132	N	08/2018	Incumbent
51-4051.00	1.C.2.b	Leadership	IM	3.38	20	0.2012	2.9619	3.8039	N	08/2018	Incumbent
51-4051.00	1.C.3.a	Cooperation	IM	3.88	20	0.1567	3.5556	4.2118	N	08/2018	Incumbent
51-4051.00	1.C.3.b	Concern for Others	IM	3.54	20	0.2484	3.0232	4.0631	N	08/2018	Incumbent
51-4051.00	1.C.3.c	Social Orientation	IM	3.05	20	0.2232	2.5815	3.5157	N	08/2018	Incumbent
51-4051.00	1.C.4.a	Self-Control	IM	3.97	20	0.1453	3.6675	4.2759	N	08/2018	Incumbent
51-4051.00	1.C.4.b	Stress Tolerance	IM	3.46	20	0.1726	3.0964	3.8188	N	08/2018	Incumbent
51-4051.00	1.C.4.c	Adaptability/Flexibility	IM	3.69	20	0.2699	3.1289	4.2585	N	08/2018	Incumbent
51-4051.00	1.C.5.a	Dependability	IM	4.25	20	0.1671	3.9049	4.6044	N	08/2018	Incumbent
51-4051.00	1.C.5.b	Attention to Detail	IM	4.18	20	0.1893	3.7790	4.5715	N	08/2018	Incumbent
51-4051.00	1.C.5.c	Integrity	IM	3.83	20	0.1698	3.4728	4.1837	N	08/2018	Incumbent
51-4051.00	1.C.6	Independence	IM	3.91	20	0.2452	3.4012	4.4278	N	08/2018	Incumbent
51-4051.00	1.C.7.a	Innovation	IM	3.15	20	0.3434	2.4274	3.8651	N	08/2018	Incumbent
51-4051.00	1.C.7.b	Analytical Thinking	IM	3.83	20	0.1308	3.5524	4.1000	N	08/2018	Incumbent
51-4052.00	1.C.1.a	Achievement/Effort	IM	3.47	20	0.2329	2.9836	3.9586	N	08/2024	Incumbent
51-4052.00	1.C.1.b	Persistence	IM	3.77	20	0.1786	3.3973	4.1447	N	08/2024	Incumbent
51-4052.00	1.C.1.c	Initiative	IM	4.19	20	0.2276	3.7139	4.6667	N	08/2024	Incumbent
51-4052.00	1.C.2.b	Leadership	IM	3.13	18	0.2612	2.5785	3.6805	N	08/2024	Incumbent
51-4052.00	1.C.3.a	Cooperation	IM	3.79	20	0.1999	3.3759	4.2125	N	08/2024	Incumbent
51-4052.00	1.C.3.b	Concern for Others	IM	3.26	20	0.4870	2.2410	4.2795	N	08/2024	Incumbent
51-4052.00	1.C.3.c	Social Orientation	IM	2.81	20	0.3648	2.0472	3.5743	N	08/2024	Incumbent
51-4052.00	1.C.4.a	Self-Control	IM	3.80	20	0.2403	3.2922	4.2980	N	08/2024	Incumbent
51-4052.00	1.C.4.b	Stress Tolerance	IM	3.52	20	0.4985	2.4801	4.5667	N	08/2024	Incumbent
51-4052.00	1.C.4.c	Adaptability/Flexibility	IM	3.48	20	0.3418	2.7647	4.1955	N	08/2024	Incumbent
51-4052.00	1.C.5.a	Dependability	IM	4.24	20	0.2538	3.7049	4.7672	N	08/2024	Incumbent
51-4052.00	1.C.5.b	Attention to Detail	IM	4.10	20	0.2691	3.5393	4.6659	N	08/2024	Incumbent
51-4052.00	1.C.5.c	Integrity	IM	3.54	19	0.3919	2.7143	4.3609	N	08/2024	Incumbent
51-4052.00	1.C.6	Independence	IM	3.65	20	0.2336	3.1620	4.1398	N	08/2024	Incumbent
51-4052.00	1.C.7.a	Innovation	IM	3.06	20	0.2219	2.5994	3.5281	N	08/2024	Incumbent
51-4052.00	1.C.7.b	Analytical Thinking	IM	3.04	20	0.4656	2.0671	4.0161	N	08/2024	Incumbent
51-4061.00	1.C.1.a	Achievement/Effort	IM	3.49	18	0.4000	2.6422	4.3302	N	08/2025	Incumbent
51-4061.00	1.C.1.b	Persistence	IM	3.55	18	0.1922	3.1452	3.9560	N	08/2025	Incumbent
51-4061.00	1.C.1.c	Initiative	IM	3.85	18	0.1197	3.6021	4.1072	N	08/2025	Incumbent
51-4061.00	1.C.2.b	Leadership	IM	3.26	18	0.2057	2.8304	3.6983	N	08/2025	Incumbent
51-4061.00	1.C.3.a	Cooperation	IM	3.61	18	0.2845	3.0059	4.2062	N	08/2025	Incumbent
51-4061.00	1.C.3.b	Concern for Others	IM	2.56	18	0.1476	2.2454	2.8680	N	08/2025	Incumbent
51-4061.00	1.C.3.c	Social Orientation	IM	1.98	18	0.3649	1.2130	2.7526	N	08/2025	Incumbent
51-4061.00	1.C.4.a	Self-Control	IM	3.02	18	0.2868	2.4142	3.6245	N	08/2025	Incumbent
51-4061.00	1.C.4.b	Stress Tolerance	IM	3.41	18	0.1357	3.1278	3.7004	N	08/2025	Incumbent
51-4061.00	1.C.4.c	Adaptability/Flexibility	IM	3.53	18	0.1879	3.1296	3.9225	N	08/2025	Incumbent
51-4061.00	1.C.5.a	Dependability	IM	4.32	18	0.2219	3.8483	4.7848	N	08/2025	Incumbent
51-4061.00	1.C.5.b	Attention to Detail	IM	4.61	18	0.2155	4.1528	5.0000	N	08/2025	Incumbent
51-4061.00	1.C.5.c	Integrity	IM	3.59	18	0.1769	3.2197	3.9660	N	08/2025	Incumbent
51-4061.00	1.C.6	Independence	IM	4.27	18	0.2133	3.8189	4.7190	N	08/2025	Incumbent
51-4061.00	1.C.7.a	Innovation	IM	4.22	18	0.2906	3.6079	4.8342	N	08/2025	Incumbent
51-4061.00	1.C.7.b	Analytical Thinking	IM	3.87	18	0.2668	3.3099	4.4355	N	08/2025	Incumbent
51-4062.00	1.C.1.a	Achievement/Effort	IM	3.39	24	0.2614	2.8456	3.9273	N	07/2017	Incumbent
51-4062.00	1.C.1.b	Persistence	IM	3.61	24	0.2040	3.1846	4.0285	N	07/2017	Incumbent
51-4062.00	1.C.1.c	Initiative	IM	3.61	24	0.1623	3.2780	3.9493	N	07/2017	Incumbent
51-4062.00	1.C.2.b	Leadership	IM	3.42	24	0.2830	2.8308	4.0017	N	07/2017	Incumbent
51-4062.00	1.C.3.a	Cooperation	IM	3.96	24	0.2746	3.3881	4.5241	N	07/2017	Incumbent
51-4062.00	1.C.3.b	Concern for Others	IM	3.07	24	0.2079	2.6435	3.5035	N	07/2017	Incumbent
51-4062.00	1.C.3.c	Social Orientation	IM	2.85	24	0.2101	2.4162	3.2854	N	07/2017	Incumbent
51-4062.00	1.C.4.a	Self-Control	IM	3.72	24	0.2515	3.2001	4.2406	N	07/2017	Incumbent
51-4062.00	1.C.4.b	Stress Tolerance	IM	4.05	24	0.2866	3.4619	4.6477	N	07/2017	Incumbent
51-4062.00	1.C.4.c	Adaptability/Flexibility	IM	3.54	24	0.2445	3.0298	4.0412	N	07/2017	Incumbent
51-4062.00	1.C.5.a	Dependability	IM	4.20	24	0.2012	3.7792	4.6117	N	07/2017	Incumbent
51-4062.00	1.C.5.b	Attention to Detail	IM	4.65	24	0.2222	4.1907	5.0000	N	07/2017	Incumbent
51-4062.00	1.C.5.c	Integrity	IM	3.87	24	0.2064	3.4465	4.3005	N	07/2017	Incumbent
51-4062.00	1.C.6	Independence	IM	3.90	24	0.2499	3.3786	4.4126	N	07/2017	Incumbent
51-4062.00	1.C.7.a	Innovation	IM	3.25	24	0.2650	2.6968	3.7934	N	07/2017	Incumbent
51-4062.00	1.C.7.b	Analytical Thinking	IM	3.35	24	0.3118	2.7083	3.9983	N	07/2017	Incumbent
51-4071.00	1.C.1.a	Achievement/Effort	IM	3.94	25	0.2461	3.4328	4.4487	N	08/2023	Incumbent
51-4071.00	1.C.1.b	Persistence	IM	3.82	24	0.2258	3.3573	4.2914	N	08/2023	Incumbent
51-4071.00	1.C.1.c	Initiative	IM	4.03	25	0.2293	3.5564	4.5029	N	08/2023	Incumbent
51-4071.00	1.C.2.b	Leadership	IM	3.67	25	0.2639	3.1233	4.2125	N	08/2023	Incumbent
51-4071.00	1.C.3.a	Cooperation	IM	3.83	24	0.1870	3.4460	4.2195	N	08/2023	Incumbent
51-4071.00	1.C.3.b	Concern for Others	IM	3.95	23	0.2608	3.4070	4.4889	N	08/2023	Incumbent
51-4071.00	1.C.3.c	Social Orientation	IM	3.32	24	0.3108	2.6797	3.9657	N	08/2023	Incumbent
51-4071.00	1.C.4.a	Self-Control	IM	4.11	24	0.2311	3.6328	4.5888	N	08/2023	Incumbent
51-4071.00	1.C.4.b	Stress Tolerance	IM	3.90	24	0.2743	3.3319	4.4667	N	08/2023	Incumbent
51-4071.00	1.C.4.c	Adaptability/Flexibility	IM	3.73	24	0.2776	3.1559	4.3043	N	08/2023	Incumbent
51-4071.00	1.C.5.a	Dependability	IM	4.40	23	0.2284	3.9260	4.8735	N	08/2023	Incumbent
51-4071.00	1.C.5.b	Attention to Detail	IM	4.41	24	0.1668	4.0688	4.7590	N	08/2023	Incumbent
51-4071.00	1.C.5.c	Integrity	IM	3.83	25	0.2186	3.3773	4.2797	N	08/2023	Incumbent
51-4071.00	1.C.6	Independence	IM	3.51	25	0.3464	2.7951	4.2250	N	08/2023	Incumbent
51-4071.00	1.C.7.a	Innovation	IM	3.02	25	0.2878	2.4293	3.6173	N	08/2023	Incumbent
51-4071.00	1.C.7.b	Analytical Thinking	IM	3.85	25	0.2693	3.2915	4.4031	N	08/2023	Incumbent
51-4072.00	1.C.1.a	Achievement/Effort	IM	3.55	35	0.2445	3.0572	4.0511	N	07/2016	Incumbent
51-4072.00	1.C.1.b	Persistence	IM	3.51	35	0.2627	2.9806	4.0483	N	07/2016	Incumbent
51-4072.00	1.C.1.c	Initiative	IM	3.76	35	0.2021	3.3483	4.1697	N	07/2016	Incumbent
51-4072.00	1.C.2.b	Leadership	IM	3.29	35	0.2575	2.7708	3.8173	N	07/2016	Incumbent
51-4072.00	1.C.3.a	Cooperation	IM	4.00	36	0.2292	3.5389	4.4693	N	07/2016	Incumbent
51-4072.00	1.C.3.b	Concern for Others	IM	3.38	36	0.3096	2.7555	4.0125	N	07/2016	Incumbent
51-4072.00	1.C.3.c	Social Orientation	IM	2.71	36	0.2031	2.2949	3.1195	N	07/2016	Incumbent
51-4072.00	1.C.4.a	Self-Control	IM	3.57	36	0.3023	2.9512	4.1788	N	07/2016	Incumbent
51-4072.00	1.C.4.b	Stress Tolerance	IM	3.75	36	0.2167	3.3118	4.1915	N	07/2016	Incumbent
51-4072.00	1.C.4.c	Adaptability/Flexibility	IM	3.39	36	0.1711	3.0378	3.7325	N	07/2016	Incumbent
51-4072.00	1.C.5.a	Dependability	IM	4.34	36	0.1311	4.0721	4.6044	N	07/2016	Incumbent
51-4072.00	1.C.5.b	Attention to Detail	IM	4.19	36	0.1054	3.9748	4.4028	N	07/2016	Incumbent
51-4072.00	1.C.5.c	Integrity	IM	3.82	36	0.1985	3.4140	4.2202	N	07/2016	Incumbent
51-4072.00	1.C.6	Independence	IM	3.79	36	0.2132	3.3583	4.2239	N	07/2016	Incumbent
51-4072.00	1.C.7.a	Innovation	IM	3.30	36	0.2226	2.8510	3.7548	N	07/2016	Incumbent
51-4072.00	1.C.7.b	Analytical Thinking	IM	3.67	36	0.2710	3.1152	4.2157	N	07/2016	Incumbent
51-4081.00	1.C.1.a	Achievement/Effort	IM	4.12	19	0.4517	3.1727	5.0000	N	08/2021	Incumbent
51-4081.00	1.C.1.b	Persistence	IM	4.39	19	0.2496	3.8644	4.9133	N	08/2021	Incumbent
51-4081.00	1.C.1.c	Initiative	IM	4.27	19	0.1991	3.8552	4.6918	N	08/2021	Incumbent
51-4081.00	1.C.2.b	Leadership	IM	3.52	19	0.3845	2.7088	4.3243	N	08/2021	Incumbent
51-4081.00	1.C.3.a	Cooperation	IM	4.07	19	0.1456	3.7647	4.3767	N	08/2021	Incumbent
51-4081.00	1.C.3.b	Concern for Others	IM	3.46	19	0.2202	2.9940	3.9193	N	08/2021	Incumbent
51-4081.00	1.C.3.c	Social Orientation	IM	3.20	19	0.1727	2.8328	3.5583	N	08/2021	Incumbent
51-4081.00	1.C.4.a	Self-Control	IM	3.97	19	0.2284	3.4873	4.4470	N	08/2021	Incumbent
51-4081.00	1.C.4.b	Stress Tolerance	IM	4.33	19	0.2382	3.8302	4.8311	N	08/2021	Incumbent
51-4081.00	1.C.4.c	Adaptability/Flexibility	IM	4.32	19	0.2790	3.7298	4.9021	N	08/2021	Incumbent
51-4081.00	1.C.5.a	Dependability	IM	4.35	19	0.3031	3.7158	4.9895	N	08/2021	Incumbent
51-4081.00	1.C.5.b	Attention to Detail	IM	4.63	19	0.1520	4.3116	4.9505	N	08/2021	Incumbent
51-4081.00	1.C.5.c	Integrity	IM	4.33	19	0.3222	3.6532	5.0000	N	08/2021	Incumbent
51-4081.00	1.C.6	Independence	IM	4.16	19	0.1899	3.7643	4.5622	N	08/2021	Incumbent
51-4081.00	1.C.7.a	Innovation	IM	3.57	19	0.2289	3.0933	4.0550	N	08/2021	Incumbent
51-4081.00	1.C.7.b	Analytical Thinking	IM	3.93	19	0.3677	3.1550	4.7000	N	08/2021	Incumbent
51-4111.00	1.C.1.a	Achievement/Effort	IM	4.02	18	0.1342	3.7380	4.3044	N	08/2021	Incumbent
51-4111.00	1.C.1.b	Persistence	IM	4.26	18	0.1833	3.8780	4.6516	N	08/2021	Incumbent
51-4111.00	1.C.1.c	Initiative	IM	4.14	18	0.1598	3.7985	4.4727	N	08/2021	Incumbent
51-4111.00	1.C.2.b	Leadership	IM	3.56	18	0.2465	3.0404	4.0808	N	08/2021	Incumbent
51-4111.00	1.C.3.a	Cooperation	IM	4.16	17	0.2048	3.7218	4.5903	N	08/2021	Incumbent
51-4111.00	1.C.3.b	Concern for Others	IM	3.47	17	0.3027	2.8269	4.1103	N	08/2021	Incumbent
51-4111.00	1.C.3.c	Social Orientation	IM	3.01	17	0.2464	2.4829	3.5277	N	08/2021	Incumbent
51-4111.00	1.C.4.a	Self-Control	IM	4.17	17	0.1484	3.8550	4.4843	N	08/2021	Incumbent
51-4111.00	1.C.4.b	Stress Tolerance	IM	3.93	17	0.1886	3.5287	4.3285	N	08/2021	Incumbent
51-4111.00	1.C.4.c	Adaptability/Flexibility	IM	3.97	17	0.1956	3.5522	4.3816	N	08/2021	Incumbent
51-4111.00	1.C.5.a	Dependability	IM	4.37	17	0.2134	3.9207	4.8255	N	08/2021	Incumbent
51-4111.00	1.C.5.b	Attention to Detail	IM	4.59	17	0.2129	4.1419	5.0000	N	08/2021	Incumbent
51-4111.00	1.C.5.c	Integrity	IM	3.93	18	0.1604	3.5878	4.2647	N	08/2021	Incumbent
51-4111.00	1.C.6	Independence	IM	4.17	18	0.2348	3.6751	4.6658	N	08/2021	Incumbent
51-4111.00	1.C.7.a	Innovation	IM	3.99	18	0.2417	3.4791	4.4989	N	08/2021	Incumbent
51-4111.00	1.C.7.b	Analytical Thinking	IM	4.07	18	0.2150	3.6154	4.5227	N	08/2021	Incumbent
51-4121.00	1.C.1.a	Achievement/Effort	IM	3.66	42	0.2595	3.1327	4.1808	N	08/2022	Incumbent
51-4121.00	1.C.1.b	Persistence	IM	3.67	43	0.2183	3.2302	4.1114	N	08/2022	Incumbent
51-4121.00	1.C.1.c	Initiative	IM	3.81	43	0.2485	3.3127	4.3157	N	08/2022	Incumbent
51-4121.00	1.C.2.b	Leadership	IM	3.52	43	0.2423	3.0333	4.0114	N	08/2022	Incumbent
51-4121.00	1.C.3.a	Cooperation	IM	3.82	43	0.1666	3.4884	4.1608	N	08/2022	Incumbent
51-4121.00	1.C.3.b	Concern for Others	IM	3.48	42	0.1650	3.1471	3.8137	N	08/2022	Incumbent
51-4121.00	1.C.3.c	Social Orientation	IM	3.29	42	0.2222	2.8384	3.7358	N	08/2022	Incumbent
51-4121.00	1.C.4.a	Self-Control	IM	3.78	42	0.1714	3.4348	4.1273	N	08/2022	Incumbent
51-4121.00	1.C.4.b	Stress Tolerance	IM	3.37	43	0.1653	3.0396	3.7069	N	08/2022	Incumbent
51-4121.00	1.C.4.c	Adaptability/Flexibility	IM	3.50	43	0.1751	3.1495	3.8562	N	08/2022	Incumbent
51-4121.00	1.C.5.a	Dependability	IM	4.04	43	0.1875	3.6605	4.4172	N	08/2022	Incumbent
51-4121.00	1.C.5.b	Attention to Detail	IM	4.25	43	0.1506	3.9423	4.5503	N	08/2022	Incumbent
51-4121.00	1.C.5.c	Integrity	IM	3.75	43	0.2205	3.3016	4.1913	N	08/2022	Incumbent
51-4121.00	1.C.6	Independence	IM	3.56	43	0.2374	3.0840	4.0421	N	08/2022	Incumbent
51-4121.00	1.C.7.a	Innovation	IM	3.25	43	0.2232	2.8007	3.7014	N	08/2022	Incumbent
51-4121.00	1.C.7.b	Analytical Thinking	IM	3.17	43	0.2021	2.7582	3.5738	N	08/2022	Incumbent
51-4122.00	1.C.1.a	Achievement/Effort	IM	3.44	18	0.1832	3.0544	3.8274	N	08/2024	Incumbent
51-4122.00	1.C.1.b	Persistence	IM	3.58	18	0.2432	3.0632	4.0895	N	08/2024	Incumbent
51-4122.00	1.C.1.c	Initiative	IM	3.41	18	0.2001	2.9834	3.8279	N	08/2024	Incumbent
